"date","open","high","low","close","volume","adjusted_close","change_percent","avg_vol_20d"
2013-10-04,11.76,12.07866,11.51,12.06534,216209535,180.9795,4.43,149413508.4
2013-10-07,12.164,12.44866,12.01734,12.20466,172283685,183.0705,1.16,147269340.2
2013-10-08,12.29334,12.39534,11.54734,11.64866,206358285,174.7305,-4.56,150861415.55
2013-10-09,11.64866,11.666,10.76666,11.252,229747185,168.78,-3.41,157974418.25
2013-10-10,11.53934,11.71666,11.31266,11.52866,133258635,172.9305,2.46,160017355.9
2013-10-11,11.51666,11.95254,11.41334,11.91334,124666275,178.6995,3.34,162193254.35
2013-10-14,11.66666,12.16666,11.61,11.98134,116544420,179.7195,0.57,162326027.6
2013-10-15,12.352,12.58594,12.212,12.26266,164678085,183.9405,2.35,166434393.95
2013-10-16,12.32666,12.48666,12.13934,12.23734,123080490,183.5595,-0.21,168508708.65
2013-10-17,12.236,12.32,12.066,12.1868,100574505,182.802,-0.41,161841507.45
2013-10-18,12.27666,12.39734,12.168,12.22666,88962210,183.4005,0.33,156238351.45
2013-10-21,12.21866,12.226,11.4,11.50666,172981935,172.6005,-5.89,158743568.05
2013-10-22,11.36666,11.852,11.074,11.436,170920185,171.54,-0.61,162577754.6
2013-10-23,11.26066,11.454,10.67666,10.96666,199916085,164.5005,-4.1,166384093.65
2013-10-24,11,11.63334,10.85504,11.54334,162385035,173.1495,5.26,169537152
2013-10-25,11.614,11.63334,11.12,11.31066,113931855,169.6605,-2.02,170790834.7
2013-10-28,11.34534,11.36666,10.81334,10.85734,117625905,162.8595,-4.01,169971225
2013-10-29,10.85066,11.02972,10.2,10.96466,211676070,164.4705,0.99,174733957.3
2013-10-30,10.97534,11.17866,10.54466,10.61466,126026325,159.2205,-3.19,165453717.2
2013-10-31,10.378,10.82934,10.22,10.66266,140106810,159.9405,0.45,154596683.95
2013-11-01,10.86666,11.06,10.694,10.81134,107708730,162.1695,1.39,149171643.95
2013-11-04,11,11.69266,10.948,11.68,196805535,175.2,8.04,150397736.4
2013-11-05,12,12.09534,11.424,11.78734,337006485,176.8095,0.92,156930146.1
2013-11-06,10.32066,10.71534,9.757,10.07734,466075905,151.1595,-14.51,168746582.3
2013-11-07,9.61266,9.71,9.17466,9.31814,334271085,139.7715,-7.53,178797204.35
2013-11-08,9.09866,9.37334,8.82134,9.19666,337167870,137.9505,-1.3,189422283.6
2013-11-11,9.4,9.69466,9.14,9.64654,209963850,144.6975,4.89,194093254.9
2013-11-12,9.646,9.64666,9.07866,9.18666,224777385,137.8005,-4.77,197098219.75
2013-11-13,9.38934,9.49134,9.0895,9.24666,189874035,138.7005,0.65,200437896.85
2013-11-14,9.26134,9.36,8.94074,9.17334,183055485,137.5995,-0.79,204561945.65
2013-11-15,9.12334,9.19666,8.95666,9.03,148502625,135.45,-1.56,207538966.25
2013-11-18,9.018,9.03,7.974,8.10534,347073585,121.5795,-10.24,216243548.4
2013-11-19,7.962,8.6,7.948,8.406,297242235,126.09,3.71,222559650.65
2013-11-20,8.40534,8.49666,7.93734,8.074,207743250,121.11,-3.95,222951008.9
2013-11-21,8.19266,8.31926,8.01666,8.14,178556985,122.1,0.82,223759606.35
2013-11-22,8.10534,8.18334,7.862,8.092,166562235,121.38,-0.59,226391125.25
2013-11-25,8.3,8.38934,8.02,8.056,154130235,120.84,-0.44,228216341.65
2013-11-26,7.95866,8.18134,7.74,8.03334,208282785,120.4995,-0.28,228046677.4
2013-11-27,8.08734,8.46334,7.968,8.46266,185514435,126.9405,5.35,231021082.8
2013-11-29,8.65134,8.706,8.46534,8.48534,145743270,127.2795,0.27,231302905.8
2013-12-02,8.42334,8.57,8.26206,8.278,116268150,124.17,-2.44,231730876.8
2013-12-03,8.84534,9.66266,8.77266,9.64666,385235970,144.7005,16.53,241152398.9
2013-12-04,9.62134,9.62866,9.142,9.26334,197215335,138.9495,-3.97,234162841.7
2013-12-05,9.34334,9.55666,9.3,9.36534,139326225,140.4795,1.1,217825357.7
2013-12-06,9.434,9.49934,9.08666,9.15734,118643925,137.3595,-2.22,207044000.2
2013-12-09,9.13334,9.44666,8.94734,9.44,135922260,141.6,3.09,196981720.15
2013-12-10,9.33666,9.72466,9.324,9.47934,161223435,142.1895,0.42,194544699.5
2013-12-11,9.45866,9.53666,9.29934,9.31,107067615,139.65,-1.79,188659211.25
2013-12-12,9.31334,9.88266,9.23534,9.83134,161516820,147.4695,5.6,187241350.55
2013-12-13,9.87,10.12,9.82134,9.8436,158996685,147.654,0.13,186038410.6
2013-12-16,9.89866,10.02866,9.74,9.86266,100129125,147.9405,0.19,183619735.75
2013-12-17,9.83866,10.30866,9.7549,10.164,157424535,152.46,3.05,174137283.65
2013-12-18,10.14934,10.32666,9.73,9.86534,173728485,147.9795,-2.94,167961596.4
2013-12-19,9.79334,9.8,9.27334,9.38134,191379135,140.7195,-4.91,167143390.7
2013-12-20,9.43866,9.62334,9.43866,9.54934,111338040,143.2395,1.79,163782443.6
2013-12-23,9.65666,9.74934,9.50674,9.57,80782575,143.55,0.22,159493460.75
2013-12-24,10,10.33134,9.988,10.094,149122260,151.41,5.48,159243062
2013-12-26,10.336,10.53334,10.286,10.36666,106942860,155.5005,2.7,154176065.95
2013-12-27,10.35334,10.36666,10.05334,10.07466,82035945,151.1205,-2.82,149002141.65
2013-12-30,10.07466,10.32066,10.05,10.16266,67081125,152.4405,0.87,145069034.55
2013-12-31,10.15466,10.21334,9.91074,10.0286,64000635,150.429,-1.32,142455658.9
2014-01-02,9.98666,10.16512,9.77,10.00666,92930310,150.1005,-0.22,127840375.8
2014-01-03,10,10.146,9.90674,9.97066,70482555,149.5605,-0.36,121503737.1
2014-01-06,10,10.02666,9.68266,9.8,80509785,147,-1.71,118562915.2
2014-01-07,9.84134,10.02666,9.68334,9.95734,75627075,149.3595,1.61,116412072.8
2014-01-08,9.92334,10.24666,9.91734,10.08534,92500095,151.2795,1.29,114240964.65
2014-01-09,10.16666,10.22866,9.79,9.83534,80833560,147.5295,-2.48,110221471.05
2014-01-10,9.89734,9.92666,9.48334,9.71466,111757965,145.7205,-1.23,110455988.55
2014-01-13,9.71866,9.8,9.188,9.28934,94869690,139.3395,-4.38,107123632.2
2014-01-14,9.36666,10.8,9.1114,10.75134,419037420,161.2695,15.74,120125669.15
2014-01-15,11.23,11.482,10.80666,10.942,307334685,164.13,1.77,130485946.65
2014-01-16,10.83334,11.51334,10.82666,11.398,179731485,170.97,4.17,131601294.1
2014-01-17,11.346,11.54666,11.19666,11.334,138240405,170.01,-0.56,129826890.2
2014-01-21,11.416,11.81934,11.38734,11.77866,146186460,176.6805,3.92,127567256.55
2014-01-22,11.854,12.02126,11.65066,11.904,105551340,178.56,1.06,127277921.55
2014-01-23,11.81534,12.15866,11.56134,12.1,118492725,181.5,1.65,129163429
2014-01-24,11.85666,12.032,11.56874,11.64,115669425,174.6,-3.8,127490787.35
2014-01-27,11.67734,11.86134,10.98066,11.308,131066580,169.62,-2.85,128696973.3
2014-01-28,11.43334,11.932,11.4,11.892,91923540,178.38,5.16,129191353.05
2014-01-29,11.68666,11.93934,11.54206,11.682,89352240,175.23,-1.77,130304908.75
2014-01-30,11.86666,12.31866,11.80066,12.18934,128628135,182.8395,4.34,133536283.6
2014-01-31,11.92334,12.4,11.90098,12.094,97694250,181.41,-0.78,133774480.6
2014-02-03,12.19266,12.32532,11.67734,11.80734,101679120,177.1095,-2.37,135334308.8
2014-02-04,12.04666,12.10666,11.74666,11.91534,70363230,178.7295,0.91,134826981.1
2014-02-05,11.88666,12.03934,11.29066,11.628,109139265,174.42,-2.41,136502590.5
2014-02-06,11.75334,12.00734,11.73334,11.892,87719280,178.38,2.27,136263549.75
2014-02-07,12.06734,12.442,11.97334,12.43534,134460795,186.5295,4.57,138944911.4
2014-02-10,12.62266,13.28666,12.62134,13.104,194839335,196.56,5.38,143098979.7
2014-02-11,13.26466,13.48,12.84666,13.108,161017035,196.62,0.03,146406346.8
2014-02-12,13.052,13.21794,12.95466,13.02134,77719680,195.3195,-0.66,129340459.8
2014-02-13,12.88934,13.51466,12.88334,13.30866,122610720,199.6305,2.21,120104262
2014-02-14,13.20666,13.45866,13.13334,13.21534,92601915,198.2295,-0.7,115747783.7
2014-02-18,13.68294,13.73334,13.424,13.58,140338065,203.7,2.76,115852666.7
2014-02-19,13.58,13.58,12.894,12.90934,246298455,193.6395,-4.94,120858266.2
2014-02-20,14.334,14.34734,13.75134,13.998,270333885,209.97,8.43,129097393.1
2014-02-21,14.10934,14.26534,13.946,13.97334,117434700,209.5995,-0.18,129044491.85
2014-02-24,13.91734,14.55734,13.888,14.51,124546980,217.65,3.84,129488369.6
2014-02-25,15.33334,17.28,15.23,16.53334,491954970,247.9995,13.94,147532789.05
2014-02-26,17.23866,17.66666,16.5,16.86666,371567805,253.0005,2.02,161515002.45
2014-02-27,17.41666,17.46,16.55534,16.836,269560650,252.54,-0.18,170525422.55
2014-02-28,16.64334,16.84534,16.17,16.32066,219190335,244.8105,-3.06,175053532.35
2014-03-03,15.81734,16.77666,15.666,16.704,196639485,250.56,2.35,180000793.85
2014-03-04,17.232,17.33334,16.85534,16.98934,131480865,254.8395,1.71,181490881
2014-03-05,17.11466,17.13266,16.78666,16.844,89201025,252.66,-0.86,182432770.7
2014-03-06,16.94266,17.16666,16.63,16.86266,110620785,252.9405,0.11,182506846.7
2014-03-07,16.86266,16.99,16.294,16.414,117276960,246.21,-2.66,183984730.65
2014-03-10,16.18,16.2,15.73734,15.92266,116186250,238.8405,-2.99,183071003.45
2014-03-11,15.76666,16.30666,15.49508,15.62734,132545220,234.4095,-1.86,179956297.85
2014-03-12,15.43334,16.5,15.40734,16.09934,146458650,241.4895,3.02,179228378.65
2014-03-13,16.25266,16.27934,15.6,15.85266,93544860,237.7905,-1.53,180019637.6
2014-03-14,15.686,15.79576,15.22134,15.398,124345980,230.97,-2.87,180106400.6
2014-03-17,15.66334,15.862,15.36666,15.59866,88688865,233.9805,1.3,179910748.1
2014-03-18,15.79666,16.1,15.668,16.00266,93635220,240.0405,2.59,177575605.95
2014-03-19,16.09266,16.10334,15.56734,15.72266,76069890,235.8405,-1.75,169064178.1
2014-03-20,15.744,15.95,15.55734,15.66066,57268560,234.9105,-0.39,158410912.3
2014-03-21,15.73466,15.74666,15.16666,15.25934,123409665,228.8895,-2.56,158709660.55
2014-03-24,15.31666,15.32666,14.018,14.678,169994235,220.17,-3.81,160982023.2
2014-03-25,14.94266,15.13666,14.52666,14.696,117980610,220.44,0.12,142283305.3
2014-03-26,14.79666,14.84,14.09,14.19734,103609575,212.9595,-3.39,128885393.6
2014-03-27,14.158,14.24,13.53334,13.82134,142579590,207.3195,-2.65,122536340.9
2014-03-28,14.18666,14.448,14.018,14.158,145271400,212.37,2.44,118840394.35
2014-03-31,14.43334,14.45,13.75934,13.89666,125700330,208.4505,-1.85,115293436.75
2014-04-01,13.93466,14.544,13.90534,14.46466,110571300,216.9705,4.09,114247958.55
2014-04-02,14.66666,15.39266,14.53666,15.35266,161733735,230.2905,6.14,117874593.9
2014-04-03,15.35334,15.71534,14.8,15.02666,163855935,225.4005,-2.12,120536351.3
2014-04-04,15.06734,15.218,14.08334,14.14834,170184285,212.2245,-5.85,123181717.45
2014-04-07,13.72066,14.41334,13.56734,13.83466,147832155,207.5205,-2.22,124764012.65
2014-04-08,14.00334,14.43266,13.76134,14.364,103339425,215.46,3.83,123303722.95
2014-04-09,14.45066,14.56334,14.05934,14.462,77368830,216.93,0.68,119849232.1
2014-04-10,14.45466,14.5,13.586,13.61266,108172365,204.1905,-5.87,120580607.3
2014-04-11,13.374,13.8,13.24,13.58534,136069485,203.7795,-0.2,121166782.5
2014-04-14,13.84,13.896,12.96066,13.206,115545465,198.09,-2.79,122509612.45
2014-04-15,13.27266,13.286,12.288,12.92734,205006050,193.9095,-2.11,128078153.7
2014-04-16,13.13334,13.33266,12.72134,13.274,108079770,199.11,2.68,129678647.6
2014-04-17,13.30734,13.486,12.93866,13.208,88942575,198.12,-0.5,131262348.3
2014-04-21,13.13866,13.74666,12.93334,13.62534,78997335,204.3795,3.16,129041731.9
2014-04-22,13.75734,14.622,13.66734,14.576,147139980,218.64,6.98,127899019.2
2014-04-23,14.422,14.44934,13.8,13.866,109434120,207.99,-4.87,127471694.7
2014-04-24,14.054,14.18666,13.54666,13.85734,82571505,207.8595,-0.06,126419791.25
2014-04-25,13.46666,13.78,13.17666,13.32334,104949855,199.8495,-3.85,124538304.55
2014-04-28,13.33334,13.586,12.7,13.234,105629730,198.51,-0.67,122556221.1
2014-04-29,13.214,13.80994,13.03534,13.79466,86810520,206.9205,4.24,120611730.7
2014-04-30,13.57334,13.87734,13.41866,13.85934,66651780,207.8895,0.47,118415754.8
2014-05-01,13.80534,14.268,13.71266,13.84866,81670035,207.7305,-0.08,114412569.95
2014-05-02,13.90666,14.09066,13.768,14.06066,61370895,210.9105,1.53,109288318.15
2014-05-05,13.96534,14.51266,13.90134,14.44066,77285115,216.6105,2.7,104643359.85
2014-05-06,14.44,14.5773,13.79,13.81866,84550860,207.2805,-4.31,101479295.2
2014-05-07,13.976,14.01334,13.15,13.42334,152689335,201.3495,-2.86,103946790.6
2014-05-08,12.13334,12.96,11.86666,11.906,300845880,178.59,-11.3,115120642.6
2014-05-09,11.99066,12.22666,11.81466,12.15066,127427385,182.2605,2.06,116083393.55
2014-05-12,12.258,12.47934,11.992,12.31134,105064935,184.6695,1.32,114533166.1
2014-05-13,12.25066,12.756,12.2,12.67734,106458615,190.1595,2.97,114078823.6
2014-05-14,12.59666,12.89866,12.47334,12.708,81224160,190.62,0.24,107889729.35
2014-05-15,12.66534,12.844,12.35334,12.57266,90692070,188.5905,-1.06,107020344.4
2014-05-16,12.59666,12.80266,12.51466,12.77066,67339665,191.5605,1.57,105940198.95
2014-05-19,12.71466,13.126,12.66666,13.07266,68574885,196.0905,2.36,105419076.45
2014-05-20,13.12934,13.28866,12.87134,13.02,83308140,195.3,-0.4,102227484.55
2014-05-21,13.07866,13.32466,12.986,13.29666,79361310,199.4505,2.13,100723844.15
2014-05-22,13.35666,13.792,13.30402,13.65866,93243810,204.8805,2.72,101257459.4
2014-05-23,13.63534,13.85066,13.5,13.82,60163950,207.3,1.18,99018164.25
2014-05-27,13.90134,14.258,13.84666,14.104,80201805,211.56,2.05,97746768.05
2014-05-28,14.00134,14.18466,13.684,14.016,82444155,210.24,-0.62,97528449.8
2014-05-29,14.038,14.166,13.848,14.016,55418925,210.24,0,96966807.1
2014-05-30,14.02,14.32,13.80134,13.85134,83791005,207.7695,-1.18,97072855.6
2014-06-02,13.822,13.95666,13.44466,13.64666,70021710,204.7005,-1.48,97505396.35
2014-06-03,13.566,13.86666,13.506,13.66266,57992715,204.9405,0.12,96540776.35
2014-06-04,13.62334,13.75066,13.35974,13.59934,51517515,203.9895,-0.46,94889109.2
2014-06-05,13.63134,13.94666,13.60334,13.79334,60889260,206.8995,1.43,90299105.65
2014-06-06,13.98334,14.054,13.812,13.87806,46123485,208.1715,0.61,77562986.45
2014-06-09,13.86334,13.99934,13.61334,13.68734,42195975,205.3095,-1.37,73301416.15
2014-06-10,13.62866,13.798,13.43666,13.48666,52835025,202.3005,-1.47,70689920.8
2014-06-11,13.43334,13.66666,13.2834,13.63134,59707350,204.4695,1.07,68352357.65
2014-06-12,13.67334,13.992,13.514,13.568,89957145,203.52,-0.46,68789006.9
2014-06-13,13.652,13.786,13.43894,13.76134,53201820,206.4195,1.42,66914494.5
2014-06-16,13.784,15.03266,13.75066,14.974,198695235,224.61,8.81,73482272.7
2014-06-17,14.94066,15.70266,14.85666,15.44466,199573635,231.6705,3.14,80032209.9
2014-06-18,15.43334,15.44734,15.07466,15.14134,104205780,227.1195,-1.96,81077091.85
2014-06-19,15.25866,15.68734,15.13334,15.186,132028605,227.79,0.3,83710456.45
2014-06-20,15.23466,15.41934,15.08,15.306,73621140,229.59,0.79,82729323
2014-06-23,15.30066,15.93266,15.21466,15.81466,117002820,237.2205,3.32,85571266.4
2014-06-24,15.93134,16.12534,15.44186,15.5,121216620,232.5,-1.99,87622007.1
2014-06-25,15.53666,15.83666,15.34934,15.79274,87048840,236.8905,1.89,87852241.35
2014-06-26,15.81134,16.02666,15.61406,15.70666,76844565,235.6005,-0.54,88923523.3
2014-06-27,15.646,16,15.63334,15.93734,84581790,239.0595,1.47,88963062.55
2014-06-30,15.97,16.29934,15.93334,16.004,72504015,240.06,0.42,89087177.8
2014-07-01,16.164,16.22934,15.91334,15.98134,65118615,239.7195,-0.14,89443472.8
2014-07-02,16.044,16.15534,15.138,15.295,120526065,229.425,-4.29,92893900.15
2014-07-03,15.41934,15.4599,14.93334,15.28334,77500725,229.2495,-0.08,93724473.4
2014-07-07,15.16666,15.31866,14.69334,14.844,88516185,222.66,-2.87,95844108.3
2014-07-08,14.57666,14.73066,14.28466,14.60466,117692460,219.0705,-1.61,99618932.4
2014-07-09,14.75134,14.948,14.614,14.87066,61765920,223.0605,1.82,100065477.1
2014-07-10,14.47866,14.81466,14.40266,14.63066,72978675,219.4605,-1.61,100729043.35
2014-07-11,14.70734,14.77334,14.50666,14.542,49606680,218.13,-0.61,98711520.2
2014-07-14,14.666,15.25266,14.36334,15.11334,108128580,226.6995,3.93,101457858.05
2014-07-15,15.11534,15.17666,14.54,14.63866,85980450,219.5805,-3.14,95822119.05
2014-07-16,14.788,14.98666,14.45466,14.47734,60766440,217.1595,-1.1,88881759.6
2014-07-17,14.41066,14.70334,14.24,14.36,69764325,215.4,-0.81,87159686.95
2014-07-18,14.39666,14.74734,14.39534,14.668,63909255,220.02,2.14,83753719.6
2014-07-21,14.48334,14.88066,14.448,14.70266,57378750,220.5405,0.24,82941600.1
2014-07-22,14.81266,14.88666,14.60742,14.63866,40987260,219.5805,-0.44,79140822.25
2014-07-23,14.66734,14.98334,14.62866,14.83266,46330950,222.4905,1.33,75396538.9
2014-07-24,14.88334,15.00666,14.72,14.90266,48726135,223.5405,0.47,73480403.75
2014-07-25,14.848,15.13134,14.78334,14.90466,46355730,223.5705,0.01,71955962.05
2014-07-28,14.95,15.46666,14.76014,14.988,97764150,224.82,0.56,72615080.05
2014-07-29,15.10734,15.22,14.99066,15.00066,50807790,225.0105,0.08,71530268.85
2014-07-30,14.79466,15.30666,14.736,15.26134,73917315,228.9195,1.74,71970203.85
2014-07-31,15.284,15.42666,14.76666,14.88666,116235855,223.3005,-2.45,71755693.35
2014-08-01,15.07266,15.83334,15.06666,15.55134,178471935,233.2695,4.46,76804253.6
2014-08-04,15.62534,16.03334,15.55134,15.90134,89511075,238.5195,2.25,76853998.1
2014-08-05,15.83134,16.19934,15.71266,15.89934,80828700,238.4895,-0.01,75010810.15
2014-08-06,15.92666,16.76134,15.90534,16.59534,138738945,248.9295,4.38,78859461.25
2014-08-07,16.67466,17.11254,16.608,16.826,112183860,252.39,1.39,80819720.4
2014-08-08,16.744,16.784,16.43334,16.542,76485900,248.13,-1.69,82163681.35
2014-08-11,17.032,17.58266,17,17.288,121519125,259.32,4.51,82833208.6
2014-08-12,17.20534,17.35334,16.972,17.33066,95856165,259.9605,0.25,83326994.35
2014-08-13,17.46734,17.70934,17.30734,17.354,103989405,260.31,0.13,85488142.5
2014-08-14,17.49934,17.53334,17.236,17.42534,61899495,261.3795,0.41,85094901
2014-08-15,17.432,17.47266,17.23334,17.46734,58018095,262.0095,0.24,84800343
2014-08-18,17.55,17.81734,17.31666,17.32934,87738450,259.9395,-0.79,86318327.95
2014-08-19,17.258,17.28866,16.77466,17.11734,80102025,256.7595,-1.22,88274066.1
2014-08-20,16.978,17.24934,16.86666,17.04734,45417930,255.7095,-0.41,88228415.1
2014-08-21,17.10134,17.25334,16.884,16.956,43788600,254.34,-0.54,87981538.35
2014-08-22,16.96934,17.13,16.84066,17.11866,42554370,256.7805,0.96,87791470.35
2014-08-25,17.21266,17.57866,17.21266,17.50334,64770780,262.5495,2.25,86141801.9
2014-08-26,17.66534,17.7,17.444,17.44934,57338565,261.7395,-0.31,86468340.6
2014-08-27,17.56666,17.616,17.35266,17.55,44857965,263.25,0.58,85015373.15
2014-08-28,17.45934,17.632,17.44266,17.59066,42821040,263.8605,0.23,81344632.55
2014-08-29,17.91334,18.13334,17.834,17.98,96809355,269.7,2.21,77261503.75
2014-09-02,18.36666,18.99266,18.28666,18.94134,147785265,284.1195,5.35,80175213.15
2014-09-03,19.178,19.2,18.67334,18.746,101696010,281.19,-1.03,81218578.65
2014-09-04,18.934,19.428,18.69334,19.06934,125126220,286.0395,1.72,80537942.4
2014-09-05,18.83666,18.86,18.16734,18.49266,167642535,277.3905,-3.02,83310876.05
2014-09-08,18.508,18.992,18.50152,18.80734,82575585,282.1095,1.7,83615360.25
2014-09-09,18.866,19.03266,18.46666,18.56534,68519355,278.4795,-1.29,80965371.85
2014-09-10,18.63334,18.76066,18.244,18.74,56789805,281.1,0.94,79012053.95
2014-09-11,18.69734,18.986,18.57534,18.68734,56528745,280.3095,-0.28,76639021.1
2014-09-12,18.7,18.826,18.46666,18.61334,49924515,279.1995,-0.4,76040272.15
2014-09-15,18.29134,18.29334,16.60866,16.924,246974250,253.86,-9.08,85488079.5
2014-09-16,17.01,17.49734,16.828,17.38266,124559565,260.7405,2.71,87329135.2
2014-09-17,17.494,17.64666,17.3,17.42534,77698830,261.3795,0.25,87208975.5
2014-09-18,17.55734,17.70666,17.488,17.588,55489695,263.82,0.93,87712563.75
2014-09-19,17.19934,17.42866,17.018,17.288,102175695,259.32,-1.71,90631918.4
2014-09-22,17,17.068,16.314,16.66866,123344445,250.0305,-3.58,94671422
2014-09-23,16.348,16.92,16.33334,16.694,84900705,250.41,0.15,95677918.2
2014-09-24,16.74134,16.856,16.46934,16.80934,56315625,252.1395,0.69,95626771.25
2014-09-25,16.83466,16.99734,16.40666,16.46334,72655665,246.9495,-2.06,97016656.2
2014-09-26,16.55,16.64866,16.40466,16.44,56982600,246.6,-0.14,97724734.15
2014-09-29,16.26666,16.576,16.092,16.35066,72820290,245.2605,-0.54,96525280.95
2014-09-30,16.46134,16.51,16.00832,16.17866,63721890,242.6805,-1.05,92322112.35
2014-10-01,16.14666,16.17734,15.71,16.016,89197635,240.24,-1.01,91697193.6
2014-10-02,16.68,16.85266,16.35734,16.76134,135029985,251.4195,4.65,92192381.85
2014-10-03,16.87066,17.1,16.73554,17.014,81129960,255.21,1.51,87866753.25
2014-10-06,17.27534,17.49934,17.18666,17.37466,115785825,260.6205,2.12,89527265.2
2014-10-07,17.23534,17.43066,17.04866,17.30466,67373520,259.5705,-0.4,89469973.45
2014-10-08,17.34,17.52534,16.84266,17.28534,75939195,259.2795,-0.11,90427442.9
2014-10-09,17.48334,17.70266,16.96,17.134,110419725,257.01,-0.88,93121991.75
2014-10-10,16.30934,16.39266,15.68,15.794,193474185,236.91,-7.82,100299474.9
2014-10-13,15.90466,15.93086,14.73334,14.97266,169148235,224.5905,-5.2,96408174.35
2014-10-14,15.21666,15.498,14.86666,15.13734,106685070,227.0595,1.1,95514449.6
2014-10-15,14.66666,15.39934,14.488,15.31334,137274705,229.6995,1.16,98493243.2
2014-10-16,14.648,15.328,14.60666,15.09,81068460,226.35,-1.46,99772181.35
2014-10-17,15.55866,15.65134,15.10334,15.16534,158277735,227.4795,0.5,102577283.2
2014-10-20,15.11466,15.49334,15.034,15.36466,52495275,230.4705,1.31,99034824.85
2014-10-21,15.618,15.69266,15.38666,15.68934,61955160,235.3395,2.11,97887547.65
2014-10-22,15.546,15.826,15.37066,15.40666,61850940,231.1005,-1.8,98164313.35
2014-10-23,15.64366,15.752,15.46666,15.686,52498215,235.29,1.81,97156440.9
2014-10-24,15.75134,15.85334,15.41334,15.68266,52003890,235.2405,-0.02,96907505.45
2014-10-27,15.61666,15.64066,14.68734,14.778,143300205,221.67,-5.77,100431501.05
2014-10-28,15.30666,16.30666,15.21666,16.18466,157744485,242.7705,9.52,105132630.6
2014-10-29,16.07534,16.1,15.70934,15.87334,74514585,238.0995,-1.92,104398478.15
2014-10-30,15.876,16.03334,15.67066,15.91066,48425550,238.6605,0.24,100068256.6
2014-10-31,16.16734,16.208,15.91666,16.11334,56629890,241.6995,1.27,98843253.2
2014-11-03,16.2,16.504,16.088,16.17266,63109005,242.5905,0.37,96209412.3
2014-11-04,16.03266,16.15666,15.76866,15.92866,55238565,238.9305,-1.51,95602664.6
2014-11-05,16.06666,16.09066,15.36866,15.398,135688860,230.97,-3.33,98590147.7
2014-11-06,15.63266,16.446,15.23334,16.08134,230320785,241.2195,4.44,104585200.45
2014-11-07,16.146,16.18932,15.81334,16.01334,77415315,240.1995,-0.42,98782257.25
2014-11-10,15.94066,16.192,15.78666,16.12866,68658105,241.9305,0.72,93757750.95
2014-11-11,16.17,16.788,16.13334,16.73866,119288460,251.0805,3.78,94387920.45
2014-11-12,16.648,16.82266,16.372,16.60666,88062255,249.1005,-0.79,91927298.05
2014-11-13,16.708,17.05,16.68334,16.78,93540525,251.7,1.04,92550901.3
2014-11-14,16.66666,17.25666,16.56666,17.24534,91517160,258.6795,2.77,89212872.7
2014-11-17,17.166,17.26666,16.80134,16.932,60385410,253.98,-1.82,89607379.4
2014-11-18,17.05734,17.33266,17.034,17.18,67114395,257.7,1.46,89865341.15
2014-11-19,16.70734,16.792,16.37334,16.516,118777260,247.74,-3.86,92711657.05
2014-11-20,16.53,16.72866,16.4,16.58066,53808285,248.7105,0.39,92777160.55
2014-11-21,16.814,16.852,16.14466,16.18534,112275885,242.7795,-2.38,95790760.15
2014-11-24,16.34666,16.50666,16.04266,16.448,71845605,246.72,1.62,92218030.3
2014-11-25,16.49,16.648,16.40604,16.53934,47397045,248.0895,0.56,86700658.55
2014-11-26,16.556,16.6,16.44002,16.56266,29727270,248.4405,0.14,84461292.9
2014-11-28,16.35666,16.446,16.168,16.30134,31795305,244.5195,-1.58,83629780.7
2014-12-01,16.07734,16.16466,15.26734,15.44266,129290265,231.6405,-5.27,87262799.25
2014-12-02,15.638,15.65866,15.2,15.42866,88305675,231.4305,-0.09,88522632.7
2014-12-03,15.08334,15.31466,15.03334,15.28666,79615980,229.3005,-0.92,89741503.4
2014-12-04,15.24,15.39334,15.18734,15.21866,58188105,228.2805,-0.44,85866465.8
2014-12-05,15.24466,15.2926,14.81734,14.914,90954270,223.71,-2,78898140.35
2014-12-08,14.76934,14.99066,14.156,14.29066,138384285,214.3605,-4.18,81946588.7
2014-12-09,13.956,14.5153,13.618,14.45934,141472500,216.8895,1.18,85587308.3
2014-12-10,14.27534,14.45134,13.84666,13.98934,109712085,209.8395,-3.25,85108489.55
2014-12-11,14.03534,14.362,13.882,13.92534,100415955,208.8795,-0.46,85726174.55
2014-12-12,13.65466,14.112,13.63334,13.8,107606715,207,-0.9,86429484
2014-12-15,13.95266,13.98666,13.51134,13.60266,78273765,204.0405,-1.43,85767314.3
2014-12-16,13.39266,13.57866,13.02466,13.18734,126391560,197.8095,-3.05,89067621.65
2014-12-17,12.87066,13.77666,12.84334,13.72134,110517495,205.8195,4.05,91237776.55
2014-12-18,14.15866,14.56266,14.12,14.55066,112250220,218.2605,6.04,90911424.55
2014-12-19,14.67934,14.69334,14.3,14.61934,103656900,219.2895,0.47,93403855.15
2014-12-22,14.66666,14.93734,14.55066,14.84,72103740,222.6,1.51,91395248
2014-12-23,14.92066,14.95434,14.63494,14.73134,67699800,220.9695,-0.73,91187957.75
2014-12-24,14.65134,14.83334,14.61666,14.81734,20002755,222.2595,0.58,89818243.3
2014-12-26,14.76734,15.23334,14.76666,15.188,49905225,227.82,2.5,90827141
2014-12-29,15.12666,15.194,14.93466,15.04734,42177405,225.7095,-0.93,91346245.95
2014-12-30,14.93266,15.0436,14.76,14.81534,43548615,222.2295,-1.54,87059163.65
